color_hex,shape,sound,label
#A02B16,shape_3,sound_9,angry
#D8050F,shape_3,sound_3,angry
#DA4331,shape_2,sound_3,angry
#DD191D,shape_2,sound_3,angry
#E12A39,shape_9,sound_3,angry
#7A070C,shape_9,sound_5,angry
#9F2714,shape_2,sound_5,angry
#9B1B0D,shape_6,sound_9,angry
#751625,shape_2,sound_9,angry
#C81D32,shape_3,sound_5,angry
#D84234,shape_2,sound_9,angry
#7A1706,shape_2,sound_9,angry
#901F22,shape_2,sound_3,angry
#7A1712,shape_3,sound_5,angry
#E41A26,shape_9,sound_9,angry
#EC1D2C,shape_9,sound_5,angry
#A91529,shape_3,sound_5,angry
#E2463D,shape_9,sound_9,angry
#BE1722,shape_2,sound_5,angry
#C43437,shape_3,sound_9,angry
#DB3750,shape_2,sound_9,angry
#940C1D,shape_3,sound_3,angry
#7E150A,shape_3,sound_5,angry
#870318,shape_9,sound_5,angry
#820E10,shape_2,sound_5,angry
#DE3127,shape_9,sound_5,angry
#AF3A2E,shape_3,sound_5,angry
#A53A29,shape_9,sound_3,angry
#A01D2E,shape_9,sound_3,angry
#D63D33,shape_5,sound_9,angry
#E72F2C,shape_9,sound_9,angry
#F13449,shape_2,sound_5,angry
#B92514,shape_3,sound_5,angry
#E9334D,shape_9,sound_9,angry
#7A020E,shape_6,sound_9,angry
#AF2C17,shape_6,sound_3,angry
#811817,shape_4,sound_3,angry
#BB432B,shape_6,sound_5,angry
#83202A,shape_2,sound_3,angry
#EC4258,shape_9,sound_9,angry
#AB0406,shape_3,sound_5,angry
#D60721,shape_3,sound_3,angry
#F02D28,shape_3,sound_3,angry
#800011,shape_2,sound_5,angry
#A70A1C,shape_9,sound_3,angry
#7D0213,shape_6,sound_5,angry
#BD1222,shape_2,sound_9,angry
#7F2413,shape_2,sound_5,angry
#C82E10,shape_6,sound_5,angry
#930406,shape_6,sound_3,angry
#B04532,shape_9,sound_3,angry
#C22D3C,shape_6,sound_3,angry
#750A06,shape_3,sound_5,angry
#B21D0A,shape_6,sound_5,angry
#EF3721,shape_3,sound_3,angry
#8C1911,shape_2,sound_5,angry
#E40307,shape_3,sound_9,angry
#EB180A,shape_3,sound_9,angry
#960F1F,shape_6,sound_9,angry
#980006,shape_6,sound_3,angry
#D62F3A,shape_6,sound_9,angry
#7A3023,shape_9,sound_3,angry
#E6314F,shape_2,sound_3,angry
#CE323F,shape_3,sound_3,angry
#AB190D,shape_2,sound_9,angry
#AD0016,shape_6,sound_9,angry
#E2364B,shape_6,sound_5,angry
#86090F,shape_6,sound_3,angry
#AF2518,shape_6,sound_9,angry
#7D0A0A,shape_3,sound_3,angry
#8E2A21,shape_9,sound_3,angry
#86111F,shape_6,sound_3,angry
#8C1A17,shape_3,sound_3,angry
#A73522,shape_2,sound_9,angry
#A80C08,shape_6,sound_3,angry
#AE343E,shape_3,sound_9,angry
#7C0B14,shape_1,sound_9,angry
#C20B0B,shape_2,sound_9,angry
#F1161A,shape_6,sound_3,angry
#D41901,shape_6,sound_9,angry
#7E2426,shape_6,sound_9,angry
#951104,shape_2,sound_5,angry
#BB280B,shape_6,sound_9,angry
#D51823,shape_9,sound_3,angry
#BC341A,shape_6,sound_3,angry
#8C251E,shape_2,sound_5,angry
#BE2B3B,shape_9,sound_9,angry
#731F13,shape_9,sound_3,angry
#7F212C,shape_6,sound_3,angry
#782622,shape_3,sound_9,angry
#CC1B2E,shape_3,sound_9,angry
#87141B,shape_6,sound_3,angry
#AF2639,shape_3,sound_5,angry
#AF020D,shape_3,sound_9,angry
#B23E2A,shape_2,sound_5,angry
#892432,shape_3,sound_9,angry
#D93C44,shape_2,sound_3,angry
#B90305,shape_6,sound_3,angry
#73030E,shape_3,sound_3,angry
#81141F,shape_9,sound_5,angry
#E41218,shape_3,sound_3,angry
#9B2A36,shape_2,sound_3,angry
#CF1D02,shape_2,sound_5,angry
#F04744,shape_6,sound_9,angry
#961921,shape_9,sound_5,angry
#B23D28,shape_6,sound_5,angry
#DB4059,shape_3,sound_9,angry
#A54131,shape_3,sound_5,angry
#A6050A,shape_9,sound_5,angry
#821119,shape_3,sound_5,angry
#CA0604,shape_6,sound_5,angry
#AC1403,shape_2,sound_9,angry
#802B21,shape_2,sound_3,angry
#AE0F00,shape_2,sound_3,angry
#8E1B17,shape_2,sound_5,angry
#740301,shape_3,sound_5,angry
#820D03,shape_6,sound_5,angry
#A0322A,shape_6,sound_3,angry
#8C0505,shape_2,sound_9,angry
#A30205,shape_2,sound_5,angry
#BE3339,shape_9,sound_3,angry
#CB0F21,shape_9,sound_9,angry
#DC1412,shape_1,sound_1,angry
#E05441,shape_2,sound_4,angry
#AF2E09,shape_3,sound_7,angry
#D8341C,shape_4,sound_10,angry
#C94A5D,shape_5,sound_3,angry
#8C181A,shape_6,sound_6,angry
#A92023,shape_7,sound_9,angry
#C32C15,shape_8,sound_2,angry
#86190F,shape_9,sound_5,angry
#CA2741,shape_10,sound_8,angry
#F05059,shape_1,sound_1,angry
#FB2C19,shape_2,sound_4,angry
#CB1016,shape_3,sound_7,angry
#BE4E47,shape_4,sound_10,angry
#941B22,shape_5,sound_3,angry
#D0373E,shape_6,sound_6,angry
#DC4B37,shape_7,sound_9,angry
#B02B07,shape_8,sound_2,angry
#C83130,shape_9,sound_5,angry
#C70B15,shape_10,sound_8,angry
#F9242C,shape_1,sound_1,angry
#D84D49,shape_2,sound_4,angry
#A85940,shape_3,sound_7,angry
#B5475B,shape_4,sound_10,angry
#E2312F,shape_5,sound_3,angry
#F5283B,shape_6,sound_6,angry
#F9450F,shape_7,sound_9,angry
#983034,shape_8,sound_2,angry
#F37350,shape_9,sound_5,angry
#C83E47,shape_10,sound_8,angry
#BF3623,shape_1,sound_1,angry
#D0281C,shape_2,sound_4,angry
#9E2D31,shape_3,sound_7,angry
#E43A05,shape_4,sound_10,angry
#C90937,shape_5,sound_3,angry
#DD3358,shape_6,sound_6,angry
#9B1230,shape_7,sound_9,angry
#9D2222,shape_8,sound_2,angry
#F55F33,shape_9,sound_5,angry
#E5434A,shape_10,sound_8,angry
#853B28,shape_1,sound_1,angry
#D7264D,shape_2,sound_4,angry
#AD434C,shape_3,sound_7,angry
#E62F2E,shape_4,sound_10,angry
#FA2C5C,shape_5,sound_3,angry
#A22210,shape_6,sound_6,angry
#8C2233,shape_7,sound_9,angry
#CF0D00,shape_8,sound_2,angry
#CD403F,shape_9,sound_5,angry
#9F3A25,shape_10,sound_8,angry
#B83251,shape_1,sound_1,angry
#D20518,shape_2,sound_4,angry
#BD3B31,shape_3,sound_7,angry
#EA5943,shape_4,sound_10,angry
#B40414,shape_5,sound_3,angry
#C22930,shape_6,sound_6,angry
#A53736,shape_7,sound_9,angry
#FA2E27,shape_8,sound_2,angry
#F53404,shape_9,sound_5,angry
#BB1005,shape_10,sound_8,angry
#CD1128,shape_1,sound_1,angry
#FD4C73,shape_2,sound_4,angry
#CA304E,shape_3,sound_7,angry
#B1493D,shape_4,sound_10,angry
#CE113A,shape_5,sound_3,angry
#831A2B,shape_6,sound_6,angry
#811A0C,shape_7,sound_9,angry
#AA5640,shape_8,sound_2,angry
#FC5867,shape_9,sound_5,angry
#924B3A,shape_10,sound_8,angry
#A01B29,shape_1,sound_1,angry
#CD2E48,shape_2,sound_4,angry
#B73F47,shape_3,sound_7,angry
#BE303B,shape_4,sound_10,angry
#DB5937,shape_5,sound_3,angry
#FE1D1E,shape_6,sound_6,angry
#F14349,shape_7,sound_9,angry
#A50524,shape_8,sound_2,angry
#BB2747,shape_9,sound_5,angry
#97382E,shape_10,sound_8,angry
#EB5E77,shape_1,sound_1,angry
#D21211,shape_2,sound_4,angry
#981208,shape_3,sound_7,angry
#BA404E,shape_4,sound_10,angry
#F13212,shape_5,sound_3,angry
#B0300C,shape_6,sound_6,angry
#FA1B38,shape_7,sound_9,angry
#8B442E,shape_8,sound_2,angry
#E31116,shape_9,sound_5,angry
#F6405E,shape_10,sound_8,angry
#9D0710,shape_1,sound_1,angry
#D9644A,shape_2,sound_4,angry
#B6382D,shape_3,sound_7,angry
#9C3827,shape_4,sound_10,angry
#861202,shape_5,sound_3,angry
#AB303D,shape_6,sound_6,angry
#A7473D,shape_7,sound_9,angry
#F03C1B,shape_8,sound_2,angry
#B54C40,shape_9,sound_5,angry
#F1502A,shape_10,sound_8,angry
#567353,shape_4,sound_2,calm
#92C775,shape_5,sound_7,calm
#5BBC69,shape_5,sound_4,calm
#5E8E61,shape_5,sound_7,calm
#72B186,shape_5,sound_4,calm
#5C9650,shape_1,sound_7,calm
#71AD73,shape_1,sound_2,calm
#73A282,shape_8,sound_2,calm
#3A783D,shape_1,sound_7,calm
#6F997B,shape_7,sound_1,calm
#98C1A5,shape_7,sound_1,calm
#718665,shape_4,sound_2,calm
#437644,shape_4,sound_7,calm
#7B9A72,shape_1,sound_7,calm
#83B668,shape_1,sound_1,calm
#94C775,shape_4,sound_6,calm
#78AA76,shape_7,sound_7,calm
#527C5F,shape_1,sound_7,calm
#65946C,shape_4,sound_7,calm
#659350,shape_1,sound_7,calm
#8FC371,shape_5,sound_7,calm
#54795A,shape_1,sound_4,calm
#7FB07C,shape_7,sound_7,calm
#517356,shape_7,sound_7,calm
#7FC574,shape_5,sound_1,calm
#587A57,shape_5,sound_7,calm
#6BB574,shape_5,sound_7,calm
#98C87E,shape_1,sound_7,calm
#367844,shape_1,sound_6,calm
#78916F,shape_1,sound_4,calm
#69954F,shape_5,sound_2,calm
#649266,shape_5,sound_1,calm
#78B88C,shape_5,sound_6,calm
#6FAA76,shape_4,sound_6,calm
#7AC484,shape_7,sound_6,calm
#8AB688,shape_7,sound_4,calm
#77AB8A,shape_7,sound_4,calm
#9CC5A6,shape_5,sound_1,calm
#86B17E,shape_1,sound_4,calm
#87B46A,shape_4,sound_1,calm
#4F7351,shape_7,sound_4,calm
#93B083,shape_4,sound_6,calm
#759A67,shape_4,sound_1,calm
#638C6C,shape_1,sound_6,calm
#637F68,shape_4,sound_1,calm
#75A95D,shape_7,sound_2,calm
#71B87D,shape_5,sound_1,calm
#7FC75C,shape_7,sound_4,calm
#61A673,shape_4,sound_6,calm
#85B165,shape_5,sound_1,calm
#509F4E,shape_4,sound_1,calm
#63BB6B,shape_1,sound_2,calm
#64CA80,shape_7,sound_6,calm
#6C856A,shape_7,sound_4,calm
#489363,shape_4,sound_4,calm
#6FC07A,shape_1,sound_6,calm
#9FC9AE,shape_7,sound_2,calm
#527C59,shape_1,sound_6,calm
#6ABA6C,shape_5,sound_1,calm
#588269,shape_5,sound_2,calm
#94C78F,shape_4,sound_1,calm
#86AA8E,shape_8,sound_2,calm
#789B86,shape_7,sound_2,calm
#587C4B,shape_4,sound_4,calm
#70A75F,shape_4,sound_4,calm
#A0C48E,shape_7,sound_2,calm
#84C274,shape_1,sound_6,calm
#819F7C,shape_4,sound_6,calm
#6FBF69,shape_5,sound_2,calm
#598B58,shape_5,sound_4,calm
#5C8A4F,shape_5,sound_2,calm
#7EC387,shape_4,sound_4,calm
#588660,shape_7,sound_1,calm
#55755E,shape_3,sound_2,calm
#6BBC80,shape_4,sound_2,calm
#528845,shape_1,sound_6,calm
#69A567,shape_7,sound_2,calm
#869F78,shape_7,sound_2,calm
#7F9B7A,shape_4,sound_4,calm
#54875E,shape_1,sound_6,calm
#789F77,shape_2,sound_6,calm
#80B967,shape_5,sound_4,calm
#76A77A,shape_1,sound_4,calm
#528940,shape_1,sound_4,calm
#6FBC7D,shape_1,sound_4,calm
#6C9F62,shape_4,sound_4,calm
#6C8D70,shape_5,sound_2,calm
#5B9256,shape_1,sound_4,calm
#6EA67A,shape_4,sound_2,calm
#6C9963,shape_4,sound_1,calm
#78B27E,shape_5,sound_1,calm
#4E7544,shape_7,sound_4,calm
#96C476,shape_4,sound_4,calm
#94B788,shape_5,sound_6,calm
#448251,shape_5,sound_1,calm
#377349,shape_4,sound_4,calm
#468144,shape_5,sound_4,calm
#97C07D,shape_1,sound_4,calm
#6DAF83,shape_5,sound_6,calm
#4D945F,shape_4,sound_1,calm
#678B55,shape_7,sound_2,calm
#68B762,shape_1,sound_1,calm
#469849,shape_5,sound_6,calm
#6BB27B,shape_4,sound_6,calm
#56A05B,shape_5,sound_4,calm
#95C38D,shape_1,sound_4,calm
#698368,shape_4,sound_6,calm
#96C872,shape_1,sound_4,calm
#4B875E,shape_7,sound_6,calm
#397345,shape_10,sound_4,calm
#5D8267,shape_7,sound_1,calm
#78C461,shape_1,sound_4,calm
#5C7C46,shape_1,sound_1,calm
#4E8140,shape_1,sound_6,calm
#617D50,shape_1,sound_6,calm
#A0CA98,shape_4,sound_1,calm
#5E8A6B,shape_5,sound_2,calm
#71907A,shape_5,sound_4,calm
#447456,shape_7,sound_4,calm
#62A675,shape_7,sound_1,calm
#748F69,shape_7,sound_1,calm
#70916A,shape_1,sound_2,calm
#86BC7C,shape_4,sound_2,calm
#77906D,shape_7,sound_4,calm
#519469,shape_7,sound_1,calm
#449049,shape_5,sound_2,calm
#55B477,shape_5,sound_1,calm
#72AE55,shape_1,sound_6,calm
#7FBA6E,shape_5,sound_2,calm
#8DB197,shape_4,sound_6,calm
#60C27F,shape_1,sound_6,calm
#8DC793,shape_5,sound_4,calm
#5F7D5E,shape_10,sound_2,calm
#5E775C,shape_1,sound_6,calm
#7AAB88,shape_1,sound_2,calm
#4C7954,shape_4,sound_2,calm
#649F72,shape_1,sound_6,calm
#6AB067,shape_7,sound_1,calm
#558143,shape_7,sound_6,calm
#4D8941,shape_4,sound_1,calm
#69916B,shape_4,sound_6,calm
#5D844B,shape_5,sound_6,calm
#4B7858,shape_1,sound_4,calm
#92C6A5,shape_7,sound_1,calm
#5E9448,shape_4,sound_4,calm
#608362,shape_7,sound_1,calm
#5BB074,shape_7,sound_4,calm
#439464,shape_2,sound_4,calm
#5F9255,shape_7,sound_6,calm
#8FB48F,shape_5,sound_1,calm
#729E5C,shape_4,sound_1,calm
#629653,shape_5,sound_4,calm
#66AE61,shape_1,sound_6,calm
#6A9367,shape_4,sound_1,calm
#84A88D,shape_1,sound_2,calm
#77B48E,shape_7,sound_1,calm
#7E9D74,shape_5,sound_2,calm
#85C567,shape_5,sound_2,calm
#A5CAA1,shape_5,sound_1,calm
#65A069,shape_6,sound_6,calm
#6DAB7D,shape_1,sound_1,calm
#79AE56,shape_1,sound_2,calm
#567F60,shape_1,sound_2,calm
#577A49,shape_4,sound_6,calm
#47743E,shape_7,sound_1,calm
#549160,shape_5,sound_1,calm
#90AC84,shape_1,sound_2,calm
#5C7C5F,shape_1,sound_1,calm
#4BA56A,shape_5,sound_1,calm
#5CBB83,shape_7,sound_2,calm
#569769,shape_4,sound_2,calm
#799E86,shape_8,sound_1,calm
#85AF93,shape_7,sound_6,calm
#5F8163,shape_1,sound_6,calm
#5AB352,shape_7,sound_6,calm
#4D7247,shape_1,sound_2,calm
#3E824B,shape_5,sound_2,calm
#799C7A,shape_4,sound_2,calm
#97C993,shape_7,sound_2,calm
#7AA080,shape_5,sound_2,calm
#53765A,shape_4,sound_1,calm
#6EA47F,shape_7,sound_4,calm
#75A682,shape_5,sound_1,calm
#78AB62,shape_4,sound_2,calm
#679167,shape_5,sound_4,calm
#608453,shape_1,sound_4,calm
#65B359,shape_5,sound_1,calm
#438847,shape_7,sound_6,calm
#52783D,shape_1,sound_2,calm
#4E764D,shape_10,sound_1,calm
#5E9062,shape_7,sound_2,calm
#77B67F,shape_1,sound_1,calm
#62785F,shape_5,sound_4,calm
#56845E,shape_5,sound_1,calm
#69AB69,shape_1,sound_1,calm
#84B293,shape_1,sound_4,calm
#5A996E,shape_7,sound_2,calm
#6B895A,shape_5,sound_6,calm
#69B36C,shape_5,sound_6,calm
#6E9B5A,shape_7,sound_4,calm
#63CC61,shape_1,sound_1,calm
#58C45D,shape_2,sound_4,calm
#A4E6A9,shape_3,sound_7,calm
#68AE62,shape_4,sound_10,calm
#4FBD4C,shape_5,sound_3,calm
#95BC90,shape_6,sound_6,calm
#A1CDA2,shape_7,sound_9,calm
#57D169,shape_8,sound_2,calm
#5ED67A,shape_9,sound_5,calm
#6BA866,shape_10,sound_8,calm
#72E09D,shape_1,sound_1,calm
#6B9C7B,shape_2,sound_4,calm
#90BE9C,shape_3,sound_7,calm
#7D9E77,shape_4,sound_10,calm
#7FE38D,shape_5,sound_3,calm
#82D28A,shape_6,sound_6,calm
#47A562,shape_7,sound_9,calm
#65AC6D,shape_8,sound_2,calm
#7DD385,shape_9,sound_5,calm
#4CA36B,shape_10,sound_8,calm
#789F73,shape_1,sound_1,calm
#71C685,shape_2,sound_4,calm
#93D187,shape_3,sound_7,calm
#7CDF7B,shape_4,sound_10,calm
#5FC457,shape_5,sound_3,calm
#BAF6BC,shape_6,sound_6,calm
#6DFE6D,shape_7,sound_9,calm
#78B37C,shape_8,sound_2,calm
#88F97D,shape_9,sound_5,calm
#5CE688,shape_10,sound_8,calm
#88BF9D,shape_1,sound_1,calm
#ABEAA3,shape_2,sound_4,calm
#74BF64,shape_3,sound_7,calm
#78C675,shape_4,sound_10,calm
#67C56C,shape_5,sound_3,calm
#76F878,shape_6,sound_6,calm
#88C092,shape_7,sound_9,calm
#A0D798,shape_8,sound_2,calm
#66AC77,shape_9,sound_5,calm
#A9D0A5,shape_10,sound_8,calm
#66A771,shape_1,sound_1,calm
#60BD57,shape_2,sound_4,calm
#AAE5BF,shape_3,sound_7,calm
#B2EDA9,shape_4,sound_10,calm
#71D193,shape_5,sound_3,calm
#61CB5B,shape_6,sound_6,calm
#67F693,shape_7,sound_9,calm
#7BB97D,shape_8,sound_2,calm
#6AB473,shape_9,sound_5,calm
#6AB065,shape_10,sound_8,calm
#87B98D,shape_1,sound_1,calm
#8CFC8F,shape_2,sound_4,calm
#86B17C,shape_3,sound_7,calm
#5FA65D,shape_4,sound_10,calm
#8DAF88,shape_5,sound_3,calm
#7AB777,shape_6,sound_6,calm
#6CA479,shape_7,sound_9,calm
#94E58C,shape_8,sound_2,calm
#8AE7A3,shape_9,sound_5,calm
#99F9B1,shape_10,sound_8,calm
#56D075,shape_1,sound_1,calm
#68A67D,shape_2,sound_4,calm
#69FE9A,shape_3,sound_7,calm
#6BF871,shape_4,sound_10,calm
#56AC61,shape_5,sound_3,calm
#78DF78,shape_6,sound_6,calm
#6DB16F,shape_7,sound_9,calm
#6A9A7B,shape_8,sound_2,calm
#9AE1A9,shape_9,sound_5,calm
#6CB380,shape_10,sound_8,calm
#A3E0B7,shape_1,sound_1,calm
#9BDFAB,shape_2,sound_4,calm
#4DB16A,shape_3,sound_7,calm
#88AB8F,shape_4,sound_10,calm
#4D9B4E,shape_5,sound_3,calm
#A9FAB5,shape_6,sound_6,calm
#9AF0AF,shape_7,sound_9,calm
#84A885,shape_8,sound_2,calm
#84D89D,shape_9,sound_5,calm
#749F6A,shape_10,sound_8,calm
#73A673,shape_1,sound_1,calm
#55B66F,shape_2,sound_4,calm
#71EC68,shape_3,sound_7,calm
#7AC698,shape_4,sound_10,calm
#73E19D,shape_5,sound_3,calm
#66B656,shape_6,sound_6,calm
#57C87E,shape_7,sound_9,calm
#8BEB77,shape_8,sound_2,calm
#5A9D70,shape_9,sound_5,calm
#A9F1A7,shape_10,sound_8,calm
#7AD280,shape_1,sound_1,calm
#709F75,shape_2,sound_4,calm
#84BF85,shape_3,sound_7,calm
#769B80,shape_4,sound_10,calm
#99C098,shape_5,sound_3,calm
#BFF4B6,shape_6,sound_6,calm
#84BC99,shape_7,sound_9,calm
#7DD770,shape_8,sound_2,calm
#6ACD78,shape_9,sound_5,calm
#77EB85,shape_10,sound_8,calm
#7A42AA,shape_9,sound_5,fear
#481F74,shape_1,sound_7,fear
#422B50,shape_6,sound_9,fear
#863AA0,shape_2,sound_5,fear
#761E9C,shape_6,sound_7,fear
#522064,shape_2,sound_5,fear
#4E276F,shape_9,sound_7,fear
#56276E,shape_2,sound_7,fear
#5E2490,shape_9,sound_7,fear
#793994,shape_9,sound_9,fear
#442B52,shape_6,sound_9,fear
#3B0E4F,shape_1,sound_6,fear
#623F7A,shape_1,sound_7,fear
#80329F,shape_1,sound_6,fear
#823CA9,shape_1,sound_9,fear
#743B9E,shape_6,sound_7,fear
#461B67,shape_6,sound_7,fear
#320D56,shape_1,sound_7,fear
#5C3F7A,shape_2,sound_7,fear
#624280,shape_9,sound_7,fear
#6A4185,shape_9,sound_5,fear
#421C63,shape_9,sound_5,fear
#5D1F91,shape_2,sound_9,fear
#4F2B61,shape_1,sound_7,fear
#522961,shape_1,sound_7,fear
#472C65,shape_9,sound_6,fear
#341758,shape_6,sound_6,fear
#60328C,shape_9,sound_9,fear
#753B8D,shape_1,sound_7,fear
#7A27A8,shape_2,sound_7,fear
#3F1A60,shape_1,sound_5,fear
#3F2853,shape_9,sound_7,fear
#5E4280,shape_2,sound_9,fear
#7329AB,shape_9,sound_6,fear
#621F9A,shape_6,sound_5,fear
#79349A,shape_1,sound_9,fear
#894BAE,shape_6,sound_9,fear
#58346E,shape_1,sound_5,fear
#6E34AB,shape_2,sound_6,fear
#6F3F91,shape_4,sound_5,fear
#5C387B,shape_1,sound_5,fear
#37175F,shape_5,sound_5,fear
#3C1560,shape_9,sound_5,fear
#492A61,shape_9,sound_9,fear
#8457A1,shape_6,sound_6,fear
#2E144D,shape_9,sound_6,fear
#6229A6,shape_9,sound_9,fear
#8D4AB1,shape_6,sound_9,fear
#5E2192,shape_1,sound_5,fear
#513366,shape_6,sound_6,fear
#38134D,shape_2,sound_5,fear
#603374,shape_9,sound_5,fear
#390F62,shape_1,sound_9,fear
#36204E,shape_6,sound_5,fear
#9450AE,shape_9,sound_9,fear
#601D7B,shape_2,sound_5,fear
#5D247F,shape_1,sound_6,fear
#702F93,shape_2,sound_6,fear
#492D5C,shape_9,sound_5,fear
#6A347D,shape_1,sound_9,fear
#5C1D89,shape_2,sound_6,fear
#5F137D,shape_1,sound_9,fear
#8E38AC,shape_9,sound_5,fear
#7F2CA5,shape_2,sound_5,fear
#7B4097,shape_9,sound_6,fear
#724F9A,shape_6,sound_9,fear
#3C0D4C,shape_6,sound_6,fear
#59257F,shape_1,sound_5,fear
#41125C,shape_6,sound_9,fear
#8530B1,shape_2,sound_9,fear
#8E50A9,shape_8,sound_6,fear
#704699,shape_9,sound_5,fear
#3B2953,shape_2,sound_6,fear
#3E1C52,shape_9,sound_6,fear
#533C70,shape_1,sound_5,fear
#4D1A94,shape_1,sound_9,fear
#4E1067,shape_9,sound_6,fear
#340E63,shape_9,sound_6,fear
#571372,shape_6,sound_9,fear
#6721A1,shape_1,sound_5,fear
#7F29AF,shape_6,sound_6,fear
#54276E,shape_2,sound_9,fear
#643D99,shape_1,sound_9,fear
#551578,shape_6,sound_9,fear
#63209F,shape_6,sound_6,fear
#6D3689,shape_1,sound_9,fear
#9355A8,shape_9,sound_5,fear
#5E2B92,shape_6,sound_5,fear
#4A2172,shape_9,sound_5,fear
#51285E,shape_6,sound_5,fear
#48226C,shape_2,sound_6,fear
#9248AE,shape_9,sound_9,fear
#8549AD,shape_1,sound_5,fear
#652982,shape_2,sound_5,fear
#4C2D5B,shape_2,sound_5,fear
#864BAF,shape_1,sound_5,fear
#4C1E7F,shape_1,sound_9,fear
#965CAB,shape_6,sound_5,fear
#5A2E76,shape_1,sound_6,fear
#482A5E,shape_2,sound_5,fear
#8645B1,shape_9,sound_6,fear
#824F99,shape_9,sound_6,fear
#8920B1,shape_1,sound_9,fear
#3C1954,shape_2,sound_5,fear
#8C54AB,shape_6,sound_5,fear
#593172,shape_6,sound_9,fear
#673481,shape_9,sound_6,fear
#774B95,shape_6,sound_5,fear
#361B51,shape_6,sound_6,fear
#511F6C,shape_1,sound_6,fear
#662C9D,shape_2,sound_9,fear
#83499A,shape_9,sound_9,fear
#4E196C,shape_1,sound_5,fear
#37164D,shape_6,sound_6,fear
#34184E,shape_1,sound_6,fear
#7A49A9,shape_6,sound_5,fear
#712A93,shape_1,sound_6,fear
#481B6B,shape_2,sound_5,fear
#5C2A71,shape_6,sound_5,fear
#4A2D6C,shape_9,sound_5,fear
#62388B,shape_9,sound_6,fear
#58238A,shape_1,sound_9,fear
#41115A,shape_9,sound_6,fear
#8A4EAA,shape_9,sound_6,fear
#711F9E,shape_9,sound_5,fear
#451458,shape_1,sound_6,fear
#5A3D79,shape_1,sound_6,fear
#5C2987,shape_2,sound_5,fear
#622CA4,shape_4,sound_5,fear
#531E88,shape_9,sound_6,fear
#64388D,shape_1,sound_5,fear
#4A1C72,shape_6,sound_9,fear
#38264D,shape_6,sound_9,fear
#542872,shape_1,sound_9,fear
#5D3575,shape_6,sound_6,fear
#72439E,shape_2,sound_6,fear
#763F8E,shape_6,sound_5,fear
#763E88,shape_2,sound_9,fear
#66317A,shape_6,sound_6,fear
#5F2977,shape_2,sound_9,fear
